caract0,caract1,caract2,caract3,caract4,caract5,caract6,caract7,caract8,caract9,caract10,caract11,caract12,caract13,caract14,caract15,caract16,caract17,caract18,caract19,caract20,caract21,caract22,caract23,caract24,caract25,caract26,caract27,caract28,caract29,caract30,caract31,caract32,caract33,caract34,caract35,caract36,caract37,caract38,caract39,caract40,nombre_imagen,cluster_label
3.0,3.0,2.0,1.0,9.0,3.0,9.0,0.0,9.0,9.0,1.0,9.0,9.0,5.0,5.0,3.0,3.0,5.0,3.0,1.0,9.0,9.0,9.0,9.0,1.0,9.0,1.0,9.0,9.0,5.0,0.0011276813784984,8.019365134747063e-10,5.5637242502673877e-11,6.606924267620084e-12,-1.953499169493325e-23,1.3963478383852465e-17,-1.25156964266946e-22,114390.0,1358.0,184.0,155.0,,11
3.0,3.0,3.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,3.0,5.0,3.0,5.0,3.0,3.0,5.0,5.0,3.0,5.0,3.0,5.0,3.0,0.0012063930193799,8.682794774930081e-08,1.2839846631454943e-11,6.310857201893295e-12,-4.7282175331871785e-23,1.551710046704102e-15,3.1489499509908723e-23,130861.0,1496.8284270763395,228.0,143.0,,2
1.0,9.0,9.0,9.0,9.0,9.0,9.0,1.0,9.0,9.0,2.0,2.0,2.0,1.0,9.0,2.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,9.0,9.0,9.0,9.0,3.0,3.0,0.0012043675293878,9.762741168103249e-09,3.222380096878423e-10,1.2874921887511286e-10,9.292521733773964e-21,6.405071396007982e-16,2.4522792059081503e-20,115520.0,1368.0,190.0,152.0,,12
3.0,5.0,3.0,5.0,4.0,5.0,3.0,5.0,5.0,1.0,5.0,5.0,3.0,5.0,4.0,5.0,5.0,2.0,4.0,5.0,5.0,5.0,4.0,4.0,3.0,2.0,5.0,3.0,5.0,5.0,0.0011600379468,4.0958996335862266e-07,1.2549520776800294e-11,3.0412438321434864e-11,4.156229735655373e-22,1.9255814821277482e-14,-4.245733750619401e-22,69242.0,1134.0,194.0,89.0,,5
3.0,3.0,1.0,9.0,3.0,3.0,5.0,5.0,3.0,5.0,3.0,5.0,5.0,3.0,5.0,3.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,3.0,5.0,5.0,3.0,5.0,0.001620291026866,1.9441769126440056e-06,3.822114545437154e-11,3.2864367603238966e-11,1.161118190335176e-21,4.5395280778365154e-14,-9.214746029712148e-23,38024.0,978.0,196.0,48.0,,5
9.0,1.0,5.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,5.0,1.0,3.0,3.0,3.0,3.0,5.0,3.0,5.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,0.0033513758611123,1.690383165376703e-06,3.27382653112512e-12,1.6939232712243848e-11,-1.2609315175324492e-22,-2.1822678767145577e-14,3.6000428141764716e-24,28420.0,686.0,101.0,70.0,,14
3.0,1.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,1.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,3.0,0.0025756711201133,5.963237069142859e-06,1.812784274549409e-13,3.938183432358098e-13,1.0374829378166097e-25,9.521086766244398e-16,-1.7563945737053684e-26,25665.0,988.0,217.0,29.0,,5
3.0,4.0,4.0,4.0,3.0,4.0,3.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,0.0015894118606531,2.980200186778124e-07,5.514122367733149e-10,4.4845583497037187e-10,2.2227425545190026e-19,2.430483833669277e-13,-1.805822455020995e-20,142444.0,1552.0,239.0,149.0,,2
3.0,1.0,1.0,1.0,9.0,9.0,1.0,1.0,1.0,9.0,1.0,9.0,9.0,2.0,2.0,1.0,9.0,0.0,3.0,4.0,5.0,4.0,3.0,3.0,9.0,1.0,5.0,5.0,2.0,1.0,0.0017530303512201,1.0396011858052458e-06,2.751891700523309e-10,2.7340750523450244e-10,-9.635931451452222e-21,1.890111186155355e-13,-7.437320185407221e-20,39546.0,806.0,84.0,117.0,,8
1.0,9.0,1.0,9.0,1.0,1.0,2.0,4.0,5.0,5.0,3.0,1.0,9.0,3.0,1.0,9.0,5.0,5.0,5.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,3.0,5.0,3.0,5.0,0.0009939389515697,5.4311519238033966e-08,7.29206886349121e-12,9.479271728263776e-12,-6.065328640658781e-23,-6.46741461679536e-16,-5.032277038238143e-23,56079.0,960.0,139.0,100.0,,11
3.0,4.0,3.0,9.0,1.0,3.0,5.0,5.0,3.0,3.0,1.0,3.0,9.0,1.0,5.0,0.0,5.0,1.0,9.0,9.0,9.0,1.0,2.0,1.0,1.0,0.0,1.0,9.0,9.0,3.0,0.0213555403119915,0.0003524680363674,5.808776803839736e-07,5.922651671713401e-07,3.471245104466532e-13,1.1118345971215993e-08,-1.3564950622755634e-14,12939.0,568.0,28.0,113.0,,13
3.0,3.0,4.0,5.0,3.0,5.0,5.0,3.0,5.0,5.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,0.0,3.0,5.0,5.0,5.0,3.0,5.0,3.0,5.0,4.0,4.0,5.0,5.0,0.0015463444221359,1.687655927252457e-07,1.2776612645898131e-10,5.3340337829622974e-11,2.4041151039747936e-21,-4.318043248683096e-15,3.689236094417858e-21,176985.0,1684.0,218.0,202.0,,2
3.0,5.0,5.0,4.0,5.0,4.0,3.0,1.0,9.0,3.0,1.0,9.0,9.0,1.0,9.0,9.0,9.0,0.0,1.0,4.0,5.0,4.0,3.0,5.0,1.0,9.0,9.0,1.0,9.0,1.0,0.0018151184762318,1.4082385814988844e-06,1.0244710408771952e-10,5.8135546517945273e-11,-3.24402929595332e-21,2.665460347379396e-14,-3.099258313223635e-21,90134.0,1230.0,120.0,187.0,,11
1.0,2.0,4.0,9.0,3.0,3.0,1.0,4.0,3.0,3.0,4.0,5.0,2.0,3.0,1.0,0.0,1.0,9.0,1.0,1.0,1.0,1.0,1.0,0.0,9.0,3.0,3.0,3.0,9.0,0.0,0.0015217867707376,1.968004336815445e-07,6.569573537757896e-11,3.964440132112656e-11,-1.6519716841555424e-21,-1.7548017188150462e-14,-1.16806515874336e-21,143480.0,1524.0,211.0,170.0,,9
0.0,9.0,9.0,1.0,1.0,1.0,1.0,9.0,9.0,1.0,1.0,2.0,9.0,1.0,1.0,9.0,9.0,3.0,1.0,3.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,0.0017220630128881,3.56294095055476e-07,1.8103714636250676e-10,1.497069553323634e-10,8.373678637843423e-21,3.4613436906612194e-14,2.3179902037225422e-20,130766.0,1470.0,216.0,151.0,,8
3.0,5.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,0.0,9.0,9.0,3.0,3.0,4.0,5.0,4.0,0.0,2.0,9.0,1.0,0.0,9.0,1.0,1.0,0.0,1.0,9.0,9.0,0.0017706162122851,4.551761304061859e-07,2.58222197922216e-10,2.2757846210943598e-10,3.436097615895709e-20,1.0581263764459033e-13,4.316155260404383e-20,126730.0,1454.0,218.0,145.0,,8
3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.001821254347628,6.44646932669159e-07,9.729514877012095e-10,7.318077350316909e-10,6.093264006712444e-19,5.873745876504042e-13,1.0017400017393993e-19,122760.0,1458.0,232.0,132.0,,12
3.0,5.0,3.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,3.0,2.0,3.0,4.0,5.0,3.0,3.0,1.0,3.0,5.0,2.0,3.0,3.0,3.0,3.0,2.0,5.0,2.0,0.0013017501669841,3.606297039232921e-07,2.401548464145469e-11,1.3660474415001347e-11,-2.0740925062273708e-22,-3.656570267785055e-15,1.3491015915446272e-22,84281.0,1164.0,135.0,155.0,,2
3.0,2.0,9.0,5.0,3.0,3.0,5.0,3.0,9.0,1.0,9.0,9.0,9.0,1.0,9.0,9.0,1.0,9.0,9.0,3.0,3.0,5.0,5.0,2.0,1.0,9.0,9.0,1.0,1.0,9.0,0.0016022043116022,4.402314511336934e-07,2.39746215061236e-10,2.542984364309504e-10,-6.258169533800147e-20,2.3905326270196256e-14,-5.111988124897544e-21,39690.0,798.0,94.0,105.0,,11
1.0,5.0,5.0,5.0,3.0,5.0,3.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,0.0,5.0,2.0,1.0,9.0,9.0,9.0,5.0,5.0,3.0,3.0,3.0,4.0,0.0016657626152493,8.073437714461e-07,1.0201367407944575e-09,1.075819445333102e-09,1.0639397108619e-18,9.197570592099314e-13,-3.7181353907245683e-19,84219.0,1240.0,209.0,100.0,,0
3.0,5.0,3.0,3.0,5.0,2.0,9.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,5.0,3.0,5.0,4.0,5.0,3.0,5.0,9.0,1.0,9.0,9.0,3.0,1.0,9.0,1.0,0.0016861631951936,1.0257706913428553e-06,1.163003306374062e-09,1.2425599975764922e-09,1.4550411633867277e-18,1.228825595177089e-12,-3.376791744553844e-19,76311.0,1200.0,208.0,91.0,,12
3.0,2.0,9.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,9.0,9.0,9.0,9.0,3.0,3.0,3.0,1.0,9.0,4.0,5.0,2.0,3.0,9.0,9.0,1.0,9.0,5.0,3.0,3.0,0.0010097994275364,7.191468533378487e-08,6.909749266284356e-12,9.123250704366527e-12,-3.215808396566064e-23,-9.862956530727634e-16,-6.490653485017053e-23,54684.0,950.0,139.0,98.0,,5
3.0,3.0,1.0,3.0,9.0,1.0,5.0,0.0,5.0,1.0,9.0,9.0,9.0,1.0,2.0,1.0,1.0,0.0,1.0,9.0,9.0,3.0,4.0,3.0,3.0,5.0,5.0,5.0,4.0,5.0,0.0009746736937446,4.2057764470185166e-08,3.7282319641057556e-11,6.247343699040448e-11,2.2331961780537573e-21,1.279523287800831e-14,2.0256759720555158e-21,37576.0,796.0,122.0,77.0,,4
3.0,5.0,4.0,5.0,4.0,4.0,3.0,5.0,3.0,3.0,5.0,5.0,5.0,1.0,9.0,9.0,9.0,9.0,1.0,1.0,2.0,2.0,1.0,9.0,3.0,5.0,5.0,3.0,1.0,1.0,0.001875789432927,2.810527019871903e-06,2.695912207091036e-11,2.4177832975169735e-11,6.165682108463497e-22,3.78766345774392e-14,2.9538030883375e-23,35588.0,1032.0,217.0,41.0,,5
3.0,5.0,4.0,3.0,9.0,9.0,9.0,1.0,2.0,2.0,9.0,9.0,0.0,9.0,1.0,9.0,5.0,3.0,5.0,9.0,1.0,9.0,9.0,1.0,1.0,2.0,3.0,3.0,9.0,9.0,0.0032594151570349,1.133190877381477e-06,7.403015203923562e-09,1.1040308750483027e-10,-4.990514826650323e-20,-9.663098425779697e-14,8.643846550413605e-20,229620.0,2059.0538226366043,301.0,190.0,,12
1.0,1.0,9.0,3.0,9.0,2.0,1.0,1.0,9.0,1.0,9.0,9.0,2.0,5.0,5.0,3.0,3.0,1.0,1.0,1.0,5.0,3.0,5.0,4.0,2.0,9.0,9.0,9.0,3.0,5.0,0.0019415367762065,6.28004519101121e-07,9.317207083267212e-10,5.235866664828021e-09,1.1561339226816552e-17,3.9447256680175195e-12,-2.690845506264546e-19,81587.0,1215.882249832153,130.0,156.0,,4
3.0,1.0,3.0,5.0,1.0,4.0,3.0,4.0,4.0,5.0,5.0,4.0,0.0,1.0,3.0,3.0,3.0,3.0,5.0,0.0,4.0,9.0,9.0,3.0,1.0,2.0,3.0,9.0,9.0,2.0,0.0069156659873829,2.2485216876271244e-05,3.2886529800783434e-08,4.8437758256780886e-08,1.879358928022853e-15,2.2797271160689477e-10,4.532272702864428e-16,56071.5,1090.4680360555649,87.0,161.0,,4
1.0,3.0,2.0,1.0,2.0,4.0,4.0,3.0,9.0,2.0,2.0,2.0,2.0,9.0,0.0,5.0,9.0,9.0,9.0,9.0,9.0,1.0,9.0,0.0,5.0,0.0,5.0,1.0,1.0,9.0,0.0032410333898963,1.776295577607458e-06,5.731699895347519e-09,9.036974785690171e-10,6.0003006402417975e-19,8.497053223133049e-13,1.9672528060902328e-18,141934.5,1573.4974738359451,216.0,163.0,,12
3.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,5.0,3.0,2.0,0.0,9.0,9.0,0.0,9.0,1.0,0.0,9.0,5.0,5.0,5.0,4.0,3.0,0.0031149897048005,1.7613730172546391e-06,4.720923084419181e-09,1.3538784079195167e-09,2.5184726442694728e-18,1.2056073498634201e-12,2.3179587238202026e-18,126910.0,1511.0538227558136,192.0,165.0,,12
3.0,3.0,3.0,3.0,5.0,4.0,3.0,0.0,3.0,3.0,3.0,5.0,2.0,5.0,3.0,9.0,1.0,5.0,1.0,5.0,4.0,5.0,5.0,1.0,5.0,1.0,5.0,0.0,3.0,3.0,0.0033718366057613,1.4095822676123616e-06,9.281678441825609e-09,5.3743398237857385e-11,-4.993286816368131e-21,2.7250466227515183e-14,-3.762792954317188e-20,0.0,4.0,0.0,0.0,,13
1.0,1.0,9.0,9.0,0.0,1.0,5.0,2.0,2.0,0.0,3.0,3.0,5.0,5.0,3.0,4.0,4.0,0.0,2.0,3.0,5.0,3.0,1.0,5.0,5.0,3.0,4.0,1.0,3.0,5.0,0.0058504368502142,1.065465618979142e-05,3.5426468730191356e-08,2.6088527410276883e-08,7.446774850912439e-16,8.332675346603606e-11,2.729340198818437e-16,69200.0,1129.2548331022265,103.0,166.0,,9
1.0,1.0,9.0,1.0,9.0,2.0,0.0,4.0,5.0,4.0,5.0,4.0,3.0,3.0,3.0,5.0,5.0,4.0,5.0,3.0,4.0,5.0,1.0,1.0,9.0,9.0,9.0,9.0,9.0,2.0,0.0033502515920418,3.251121350538528e-06,4.3749896652005277e-10,2.8742680639298212e-09,2.20971177714964e-18,4.981988070699222e-12,-2.346447800915036e-18,117378.5,1404.5269113779068,154.0,189.0,,12
0.0,3.0,5.0,5.0,9.0,9.0,1.0,1.0,1.0,1.0,9.0,9.0,3.0,4.0,4.0,3.0,4.0,5.0,2.0,4.0,5.0,5.0,5.0,3.0,3.0,5.0,1.0,3.0,5.0,4.0,0.0687957281453851,0.0045135678562724,3.2645451681280184e-05,3.034010142824627e-05,9.548393702603924e-10,2.0304593487078474e-06,-5.250466536334622e-12,15063.0,848.4264061450958,21.0,179.0,,10
1.0,2.0,5.0,4.0,4.0,5.0,4.0,9.0,9.0,1.0,2.0,4.0,4.0,5.0,4.0,4.0,2.0,0.0,3.0,5.0,4.0,4.0,4.0,9.0,9.0,1.0,0.0,2.0,3.0,5.0,0.0094375987782105,3.884594287389663e-05,9.743713114085385e-08,1.0263893595817682e-07,9.44755172884439e-15,5.495286545452333e-10,4.012500934718101e-15,58496.5,1094.811182141304,87.0,166.0,,0
1.0,9.0,9.0,3.0,1.0,3.0,3.0,4.0,4.0,5.0,4.0,1.0,1.0,3.0,5.0,5.0,5.0,9.0,1.0,9.0,1.0,1.0,0.0,9.0,3.0,4.0,9.0,1.0,1.0,1.0,0.0028156390765072,7.642769450549593e-07,5.224702529853011e-09,2.683124989712537e-09,-3.4425171611852472e-18,-6.131058912429515e-14,-9.437728084994646e-18,169191.0,1769.597979068756,277.0,152.0,,7
3.0,5.0,1.0,5.0,5.0,3.0,3.0,4.0,5.0,4.0,1.0,9.0,9.0,0.0,9.0,5.0,2.0,4.0,4.0,3.0,3.0,3.0,5.0,5.0,2.0,9.0,2.0,5.0,5.0,5.0,0.0224890110084971,0.0003894186074911,8.481598475531053e-07,1.024930559044931e-06,9.548326926299886e-13,2.021905820913408e-08,3.8526535224199084e-14,0.0,2.0,0.0,0.0,,13
3.0,3.0,5.0,3.0,9.0,9.0,5.0,4.0,3.0,0.0,4.0,5.0,4.0,0.0,5.0,1.0,9.0,5.0,4.0,5.0,4.0,4.0,3.0,9.0,9.0,9.0,9.0,3.0,1.0,3.0,0.0015254513989845,2.5658554179784026e-07,9.839173863782215e-10,2.8198695341601476e-09,4.6813469301445904e-18,1.4129656096353456e-12,3.8344700767018244e-19,55536.0,977.4558436870576,122.0,112.0,,12
3.0,5.0,2.0,1.0,0.0,2.0,2.0,4.0,4.0,4.0,5.0,2.0,5.0,9.0,9.0,9.0,3.0,3.0,5.0,3.0,3.0,5.0,5.0,4.0,3.0,3.0,3.0,5.0,3.0,3.0,0.0136019306173405,9.114484511105212e-05,1.7323555711543268e-07,3.654062566159438e-07,8.916191881925832e-14,3.4264170308093235e-09,2.2411135753068008e-14,20160.0,612.0,48.0,105.0,,13
9.0,9.0,1.0,9.0,1.0,0.0,9.0,1.0,9.0,5.0,1.0,9.0,1.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,4.0,5.0,4.0,5.0,4.0,3.0,1.0,0.0013045044278167,3.1458488910637373e-07,5.357529681763871e-10,5.471626955314676e-10,2.431698023038489e-19,2.0415438339121162e-13,1.6920982809200133e-19,94554.5,1339.012192606926,218.0,107.0,,14
2.0,3.0,3.0,2.0,3.0,9.0,2.0,3.0,3.0,3.0,3.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,3.0,4.0,5.0,4.0,4.0,0.0027069468942443,5.835623668689045e-06,3.229485767969901e-08,3.217432300839014e-08,1.0371242803382714e-15,7.769502802866885e-11,2.44211055548226e-19,35550.5,1046.2426406145096,219.0,40.0,,5
0.0,2.0,9.0,1.0,5.0,1.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,3.0,5.0,3.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,3.0,3.0,4.0,4.0,3.0,0.0016060220784412,8.134964195257737e-08,1.865867520350004e-10,1.940720572871797e-10,2.459693123421894e-20,3.6077646926324364e-14,-2.7547252212059946e-20,116550.0,1370.0,157.0,185.0,,11
2.0,0.0,9.0,9.0,9.0,1.0,1.0,0.0,1.0,9.0,1.0,1.0,9.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,1.0,1.0,0.0065817719652595,3.531377805234664e-05,3.006341962809334e-07,2.98042340996527e-07,8.920923860691817e-14,1.7710380943725027e-09,-9.819059817031138e-16,18752.0,714.0,32.0,146.0,,8
3.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,2.0,4.0,5.0,3.0,4.0,5.0,3.0,4.0,5.0,0.0024836391555592,2.732875658447333e-06,6.793612819936938e-09,7.962276306647391e-09,5.853842027400625e-17,1.3162742890827263e-11,-1.6152358745241278e-18,52788.0,982.0,79.0,166.0,,13
1.0,5.0,3.0,9.0,1.0,3.0,5.0,5.0,0.0,1.0,9.0,2.0,2.0,5.0,5.0,2.0,5.0,2.0,4.0,5.0,3.0,4.0,5.0,4.0,9.0,2.0,4.0,5.0,5.0,5.0,0.0018127961519581,2.905788636436385e-07,9.113759248457871e-10,6.307860814642362e-10,4.781182190932107e-19,3.365316921120847e-13,1.199522687632555e-20,95930.0,1254.0,132.0,181.0,,12
3.0,2.0,1.0,9.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,0.0015286816118232,2.443395748303719e-07,9.212989854577636e-11,6.720705304919891e-11,-4.895930115570848e-21,5.915686344960231e-15,1.9992051339962872e-21,187026.0,1754.0,255.0,183.0,,2
3.0,3.0,3.0,1.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0012224814080493,1.3442383334910012e-07,2.1704135879354047e-11,1.1089046411708596e-11,-1.708138327938633e-22,-1.4983796862791712e-15,-2.044737419210065e-23,124028.0,1422.0,202.0,153.0,,12
3.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,0.0014374331205677,8.624662474964066e-07,4.585636540043997e-11,2.162855839049996e-11,5.492493534839728e-22,1.8539666409317693e-14,-4.028487072711021e-22,35343.0,832.0,59.0,148.0,,11
2.0,2.0,2.0,2.0,1.0,0.0,5.0,0.0,9.0,0.0,5.0,2.0,1.0,3.0,3.0,3.0,5.0,2.0,3.0,3.0,5.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,5.0,0.0011471333022984,2.523343701778046e-07,1.9244230050447893e-11,1.466366258964207e-12,7.551545563877126e-24,4.219998326738977e-16,-1.910940301473618e-24,85188.0,1202.0,186.0,114.0,,9
1.0,9.0,4.0,4.0,4.0,5.0,5.0,2.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,1.0,9.0,9.0,9.0,9.0,3.0,3.0,5.0,1.0,4.0,5.0,3.0,5.0,5.0,5.0,0.0013161619613987,2.682454000208347e-07,4.489616480691596e-11,5.917102582876791e-12,-4.018268664055685e-23,-5.657152329737523e-16,8.767268308313848e-23,87542.0,1194.0,169.0,129.0,,12
1.0,9.0,2.0,1.0,9.0,3.0,5.0,1.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,2.0,5.0,6.0,8.0,0.0049161910848806,2.231744420189274e-05,6.027929090177193e-09,6.149167821383882e-09,3.743758135885831e-17,2.903980260616485e-11,7.197723431347145e-20,5278.0,458.0,13.0,101.0,,11
1.0,9.0,9.0,5.0,4.0,5.0,5.0,5.0,2.0,1.0,9.0,9.0,1.0,9.0,1.0,1.0,2.0,2.0,4.0,4.0,3.0,4.0,5.0,3.0,2.0,1.0,0.0,9.0,9.0,1.0,0.0011339502781928,1.262455730831056e-09,3.002488420392858e-11,1.6378001551564133e-12,3.057536592890614e-25,1.8144550501593205e-17,-1.1480956717381975e-23,41710.0,818.0,97.0,107.0,,5
2.0,4.0,5.0,4.0,4.0,3.0,0.0,2.0,2.0,3.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,5.0,5.0,5.0,3.0,4.0,5.0,1.0,5.0,5.0,0.0011593119958597,2.902664920514994e-09,1.835257836341145e-12,1.867627162349221e-11,-1.0905218036895595e-22,9.963883568299351e-16,-7.944738915361898e-24,30940.0,704.0,85.0,91.0,,13
2.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,3.0,3.0,3.0,9.0,1.0,0.0,9.0,5.0,5.0,1.0,1.0,9.0,1.0,9.0,0.0,5.0,9.0,0.0056568396151742,3.070271747049656e-05,3.008874091662102e-09,2.961705489773697e-09,8.841259540556533e-18,1.6410379260951408e-11,-1.5566881910371362e-20,15640.0,862.0,195.0,20.0,,8
3.0,4.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,5.0,5.0,1.0,9.0,1.0,9.0,1.0,4.0,4.0,4.0,5.0,4.0,9.0,9.0,0.0091449321097397,8.222414123937807e-05,7.254756769146523e-09,7.177215266700384e-09,5.1789936810387415e-17,6.507546805415036e-11,-8.198800923731981e-21,11502.0,906.0,213.0,13.0,,5
1.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,9.0,9.0,1.0,2.0,2.0,5.0,5.0,5.0,4.0,3.0,5.0,5.0,4.0,5.0,9.0,9.0,9.0,1.0,5.0,5.0,0.0055815631768008,2.9169323903723112e-05,1.8091378618569352e-08,1.8160941447075485e-08,3.291875022423937e-16,9.808422795418236e-11,-1.223562685259369e-19,16110.0,806.0,179.0,22.0,,5
3.0,3.0,3.0,1.0,3.0,3.0,5.0,3.0,5.0,9.0,9.0,9.0,3.0,5.0,3.0,9.0,9.0,9.0,1.0,9.0,9.0,9.0,9.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0049428601007246,2.131826790908563e-05,3.617956861362727e-10,3.512717777896289e-10,1.2519353826977053e-19,1.610482689216439e-12,-2.8772665937486456e-21,12887.0,624.0,131.0,24.0,,11
9.0,9.0,9.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,3.0,3.0,3.0,3.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,9.0,9.0,1.0,2.0,2.0,0.008373900160015,6.681665567933195e-05,4.289590155768431e-09,4.415739404216813e-09,1.9218214091830208e-17,3.607341631410074e-11,-6.66241868040796e-21,6058.0,518.0,116.0,13.0,,14
1.0,9.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,9.0,9.0,9.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,3.0,3.0,3.0,3.0,0.0058455348182575,3.076670271215452e-05,9.952030988154787e-11,9.819036275664757e-11,9.702599426073696e-21,5.437067572660208e-13,-2.7237299890408736e-22,7812.0,506.0,108.0,18.0,,5
1.0,3.0,3.0,5.0,3.0,5.0,9.0,9.0,9.0,3.0,5.0,3.0,9.0,9.0,9.0,1.0,9.0,9.0,9.0,9.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,0.0046748180284597,1.844773882540065e-05,6.706657124364642e-10,6.174686971592508e-10,3.972979616254749e-19,2.64527218401565e-12,6.5567099126792054e-21,9585.0,516.0,106.0,22.0,,5
0.0,9.0,0.0,9.0,5.0,0.0,4.0,3.0,9.0,4.0,5.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,1.0,9.0,9.0,0.0,9.0,0.0,9.0,1.0,9.0,0.0,9.0,9.0,0.0023089458176963,1.721887692100575e-07,4.0190073320900864e-10,1.3053691391933795e-09,9.227998978281425e-19,5.358390121459745e-13,-2.059171232169715e-19,149796.0,1560.0,219.0,171.0,,8
3.0,5.0,5.0,5.0,4.0,4.0,3.0,3.0,5.0,3.0,3.0,3.0,1.0,5.0,2.0,3.0,3.0,5.0,3.0,5.0,5.0,2.0,2.0,0.0,1.0,2.0,5.0,5.0,3.0,5.0,0.0022458246823431,8.884017057139235e-07,9.33636174968258e-10,7.902880681115241e-10,6.70726216147695e-19,7.410333326524904e-13,1.0463808715906566e-19,131703.0,1487.313708305359,223.0,146.0,,9
1.0,3.0,4.0,5.0,3.0,3.0,2.0,4.0,4.0,4.0,5.0,2.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,5.0,2.0,0.0,1.0,3.0,9.0,2.0,2.0,2.0,3.0,5.0,0.0021856041912149,1.274713814887719e-07,2.916532459591076e-10,1.0801946819046883e-09,6.020010389062614e-19,3.8228240253950434e-13,-7.205943349580243e-20,164616.0,1634.0,228.0,180.0,,9
2.0,2.0,2.0,1.0,0.0,3.0,3.0,2.0,3.0,4.0,5.0,2.0,2.0,2.0,5.0,4.0,1.0,9.0,1.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,3.0,5.0,3.0,3.0,0.0022662291109922,2.820537657989464e-07,5.218512838303613e-10,1.471759991437976e-09,1.289814053074385e-18,7.796339522406817e-13,3.675055577492846e-21,147477.0,1556.0,225.0,163.0,,2
